scientificName,scientificNameID,match_type.x,id,date,collected,hakai_id,line_out_depth,work_area,site_id,lat,long,volume,lugols,orig_name,counts,group,lifeStage,identificationQualifier,identificationRemark,AphiaID,url,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type.y,modified
Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,exact,11,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Chaetoceros,720,Bacillariophyta,resting spores,spp. Indet.,NA,148985,http://www.marinespecies.org/aphia.php?p=taxdetails&id=148985,"C.G. Ehrenberg, 1844",accepted,NA,180,Genus,148985,Chaetoceros,"C.G. Ehrenberg, 1844",148984,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Chaetoceros C.G. Ehrenberg, 1844. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148985 on 2021-06-22",urn:lsid:marinespecies.org:taxname:148985,1,1,1,0,0,exact,2018-09-08T17:13:06.053Z
Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,exact,12,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Cylindrotheca closterium,3600,Bacillariophyta,NA,NA,NA,149004,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004,"(Ehrenberg) Reimann & J.C.Lewin, 1964",accepted,NA,220,Species,149004,Cylindrotheca closterium,"(Ehrenberg) Reimann & J.C.Lewin, 1964",149003,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Cylindrotheca closterium (Ehrenberg) Reimann & J.C.Lewin, 1964. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149004,1,0,1,0,NA,exact,2008-03-27T13:16:17.603Z
Dactyliosolen fragilissimus,urn:lsid:marinespecies.org:taxname:149310,exact,13,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Dactyliosolen fragilissimus,144,Bacillariophyta,NA,NA,NA,149310,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149310,"(Bergon) Hasle, 1996",alternate representation,NA,220,Species,985165,Rhizosolenia fragilissima f. fragilissima,"Bergon, 1903",149309,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Dactyliosolen fragilissimus (Bergon) Hasle, 1996. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149310 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149310,1,NA,NA,0,0,exact,2018-02-01T09:09:54.613Z
Dactyliosolen phuketensis,urn:lsid:marinespecies.org:taxname:248064,exact,14,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Dactyliosolen phuketensis,864,Bacillariophyta,NA,NA,NA,248064,http://www.marinespecies.org/aphia.php?p=taxdetails&id=248064,"(B.G.Sundström) G.R.Hasle, 1996",alternate representation,NA,220,Species,573582,Rhizosolenia phuketensis,"B.G.Sundström, 1980",149309,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Dactyliosolen phuketensis (B.G.Sundström) G.R.Hasle, 1996. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=248064 on 2021-06-22",urn:lsid:marinespecies.org:taxname:248064,1,NA,NA,0,0,exact,2018-02-01T09:09:54.613Z
Detonula pumila,urn:lsid:marinespecies.org:taxname:149647,exact,15,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Detonula pumila,144,Bacillariophyta,NA,NA,NA,149647,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149647,"(Castracane) Gran, 1900",alternate representation,NA,220,Species,163226,Lauderia pumila,"Castracane, 1886",149285,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Detonula,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Detonula pumila (Castracane) Gran, 1900. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149647 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149647,1,NA,NA,0,0,exact,2018-02-01T09:09:54.613Z
Guinardia delicatula,urn:lsid:marinespecies.org:taxname:149112,exact,16,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Guinardia delicatula,2016,Bacillariophyta,NA,NA,NA,149112,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149112,"(Cleve) Hasle, 1997",alternate representation,NA,220,Species,149114,Rhizosolenia delicatula,"Cleve, 1900",149111,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Guinardia delicatula (Cleve) Hasle, 1997. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149112 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149112,1,NA,NA,0,0,exact,2018-02-01T09:09:54.613Z
Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,exact,17,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Pseudo-nitzschia delicatissima,5904,Bacillariophyta,NA,NA,NA,149153,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149153,"(Cleve) Heiden, 1928",accepted,NA,220,Species,149153,Pseudo-nitzschia delicatissima,"(Cleve) Heiden, 1928",149151,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Pseudo-nitzschia delicatissima (Cleve) Heiden, 1928. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149153 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149153,1,NA,NA,0,0,exact,2017-06-12T07:40:43.013Z
Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,exact,18,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Pseudo-nitzschia multiseries,7344,Bacillariophyta,NA,NA,NA,175738,http://www.marinespecies.org/aphia.php?p=taxdetails&id=175738,"(Hasle) Hasle, 1995",accepted,NA,220,Species,175738,Pseudo-nitzschia multiseries,"(Hasle) Hasle, 1995",149151,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Pseudo-nitzschia multiseries (Hasle) Hasle, 1995. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=175738 on 2021-06-22",urn:lsid:marinespecies.org:taxname:175738,1,NA,NA,0,0,exact,2017-06-12T07:40:43.013Z
Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,exact,19,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Pseudo-nitzschia seriata,2304,Bacillariophyta,NA,NA,NA,149152,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149152,"(Cleve) H.Peragallo, 1899",accepted,NA,220,Species,149152,Pseudo-nitzschia seriata,"(Cleve) H.Peragallo, 1899",149151,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Pseudo-nitzschia seriata (Cleve) H.Peragallo, 1899. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149152 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149152,1,NA,NA,0,0,exact,2017-04-09T13:42:47.427Z
Stephanopyxis turris,urn:lsid:marinespecies.org:taxname:149631,exact,20,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Stephanopyxis turris,432,Bacillariophyta,NA,NA,NA,149631,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149631,"(Greville) Ralfs, 1861",accepted,NA,220,Species,149631,Stephanopyxis turris,"(Greville) Ralfs, 1861",149630,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Stephanopyxis turris (Greville) Ralfs, 1861. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149631 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149631,1,NA,NA,0,0,exact,2005-03-30T08:52:46.857Z
Thalassionema nitzschioides,urn:lsid:marinespecies.org:taxname:149093,exact,21,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Thalassionema nitzschioides,1872,Bacillariophyta,NA,NA,NA,149093,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149093,"(Grunow) Mereschkowsky, 1902",alternate representation,NA,220,Species,985570,Synedra nitzschioides f. nitzschioides,"Grunow, 1862",149092,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Thalassionema nitzschioides (Grunow) Mereschkowsky, 1902. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149093 on 2021-06-22",urn:lsid:marinespecies.org:taxname:149093,1,NA,1,0,0,exact,2018-02-01T09:09:54.613Z
Thalassiosira nordenskioeldii,urn:lsid:marinespecies.org:taxname:148931,exact,22,2020-04-30,2020-04-30T17:07:29Z,CPHY521,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Thalassiosira nordenskioeldii,59200,Bacillariophyta,NA,NA,NA,148931,http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931,"Cleve, 1873",accepted,NA,220,Species,148931,Thalassiosira nordenskioeldii,"Cleve, 1873",148912,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2021). DiatomBase. Thalassiosira nordenskioeldii Cleve, 1873. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931 on 2021-06-22",urn:lsid:marinespecies.org:taxname:148931,1,0,0,0,0,exact,2018-01-02T17:46:52.927Z
