eventID,occurrenceID,scientificName,scientificnameID,taxonRank,lifeStage,identificationRemark,identificationQualifier,occuranceStatus,basisOfRecord,identifiedBy,method
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_19,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_1,Asterionella glacialis,urn:lsid:marinespecies.org:taxname:148955,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_2,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_3,Chaetoceros danicus,urn:lsid:marinespecies.org:taxname:149120,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_4,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_5,Chaetoceros decipiens,urn:lsid:marinespecies.org:taxname:149126,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_6,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_7,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_8,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_9,Licmophora,urn:lsid:marinespecies.org:taxname:149342,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_10,Pleurosigma,urn:lsid:marinespecies.org:taxname:149181,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_11,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_12,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_13,Rhizosolenia setigera,urn:lsid:marinespecies.org:taxname:149115,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_14,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_15,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_16,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_17,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_18,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_19,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_20,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_21,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_22,Tintinnina,urn:lsid:marinespecies.org:taxname:732976,Suborder,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_23,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_24,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_25,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_26,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_27,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,spores,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_28,Dinophysis,urn:lsid:marinespecies.org:taxname:109462,Genus,NA,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_29,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_30,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_31,Protoperidinium steinii,urn:lsid:marinespecies.org:taxname:110257,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_32,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,resting spores,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_33,Scrippsiella precaria,urn:lsid:marinespecies.org:taxname:110173,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_34,Scrippsiella acuminata,urn:lsid:marinespecies.org:taxname:1321853,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_35,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_36,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_37,Metromonas simplex,urn:lsid:marinespecies.org:taxname:118059,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_38,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_39,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_40,Chaetoceros tenuissimus,urn:lsid:marinespecies.org:taxname:156623,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_41,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_42,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_1,Chaetoceros ceratosporus,urn:lsid:marinespecies.org:taxname:149297,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_2,Chaetoceros concavicornis,urn:lsid:marinespecies.org:taxname:156607,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_3,Chaetoceros danicus,urn:lsid:marinespecies.org:taxname:149120,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_4,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_5,Chaetoceros decipiens,urn:lsid:marinespecies.org:taxname:149126,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_6,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_7,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_8,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_9,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_10,Melosira,urn:lsid:marinespecies.org:taxname:149042,Genus,NA,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_11,Pleurosigma,urn:lsid:marinespecies.org:taxname:149181,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_12,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_13,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_14,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_15,Rhizosolenia setigera,urn:lsid:marinespecies.org:taxname:149115,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_16,Synedra nitzschioides f. nitzschioides,urn:lsid:marinespecies.org:taxname:985570,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_17,Thalassiosira rotula,urn:lsid:marinespecies.org:taxname:148942,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_18,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_19,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_20,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_21,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_22,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_23,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_24,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_25,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_26,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_27,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_28,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_29,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_30,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_31,Scrippsiella acuminata,urn:lsid:marinespecies.org:taxname:1321853,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_32,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_33,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_34,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_35,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_36,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_37,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_38,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_1,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_2,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_3,Chaetoceros didymus,urn:lsid:marinespecies.org:taxname:149122,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_4,Chaetoceros laciniosus,urn:lsid:marinespecies.org:taxname:149228,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_5,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_6,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_7,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_8,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_9,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_10,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_11,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_12,Eupyxidicula nipponica,urn:lsid:marinespecies.org:taxname:1322723,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_13,Thalassiosira rotula,urn:lsid:marinespecies.org:taxname:148942,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_14,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_15,Pterosperma,urn:lsid:marinespecies.org:taxname:160595,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_16,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_17,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2016-04-08_0m,Hakai_phyto_QU39_2016-04-08_0m_18,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
