eventID,occurrenceID,date,hakai_id,eventDate,minimumDepthInMeters,maximumDepthInMeters,lat,long,scientificName,scientificNameID,taxonRank,lifeStage,identificationRemark,identificationQualifier,measurementValue,occurrenceStatus,basisOfRecord,identifiedBy,method,dateIdentified
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_18,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,43760,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_19,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,800,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_20,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Licmophora,urn:lsid:marinespecies.org:taxname:149342,Genus,NA,NA,spp. Indet.,200,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_21,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,240,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_22,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Metromonas simplex,urn:lsid:marinespecies.org:taxname:118059,Species,NA,NA,NA,2188,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_23,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,2760,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_24,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,9120,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_25,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,2188,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_26,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,Indet.,2548,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_27,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Pleurosigma,urn:lsid:marinespecies.org:taxname:149181,Genus,NA,NA,spp. Indet.,40,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_28,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Protoperidinium steinii,urn:lsid:marinespecies.org:taxname:110257,Species,NA,NA,NA,40,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_29,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,59076,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_30,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,2188,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_31,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,Indet.,220988,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_32,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,40,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_33,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,120,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_34,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,2188,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_35,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,NA,2188,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_36,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,NA,40,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_37,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Rhizosolenia setigera,urn:lsid:marinespecies.org:taxname:149115,Species,NA,NA,NA,40,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_38,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Scrippsiella acuminata,urn:lsid:marinespecies.org:taxname:1321853,Species,NA,NA,NA,160,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_39,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Scrippsiella precaria,urn:lsid:marinespecies.org:taxname:110173,Species,NA,NA,NA,120,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_40,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp. Indet.,13128,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_41,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,560,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-22_0m,Hakai_phyto_QU39_2016-03-22_0m_42,2016-03-22,QPHY365,2016-03-22T16:37:08Z,0,0,50.0307000000001,-125.0992,Tintinnina,urn:lsid:marinespecies.org:taxname:732976,Suborder,NA,NA,Indet.,520,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_1,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Class,NA,NA,Indet.,216,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_2,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp. Indet.,13426,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_3,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Chaetoceros ceratosporus,urn:lsid:marinespecies.org:taxname:149297,Species,NA,NA,NA,2012,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_4,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Chaetoceros concavicornis,urn:lsid:marinespecies.org:taxname:156607,Species,NA,NA,NA,54,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_5,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Chaetoceros danicus,urn:lsid:marinespecies.org:taxname:149120,Species,NA,NA,NA,162,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_6,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,65427,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_7,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Chaetoceros decipiens,urn:lsid:marinespecies.org:taxname:149126,Species,NA,NA,NA,649,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_8,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,NA,108,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_9,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,1750,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_10,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,216,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_11,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,Indet.,162,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_12,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,54,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_13,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp. Indet.,54,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_14,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp. Indet.,207,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-03-29_0m,Hakai_phyto_QU39_2016-03-29_0m_15,2016-03-29,QPHY371,2016-03-29T18:44:50Z,0,0,50.0307000000001,-125.0992,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,10500,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
