eventID,occurrenceID,date,eventDate,minimumDepthInMeters,maximumDepthInMeters,lat,long,scientificName,scientificnameID,taxonRank,lifeStage,identificationRemark,identificationQualifier,measurementValue,occuranceStatus,basisOfRecord,identifiedBy,method
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_7,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Licmophora,urn:lsid:marinespecies.org:taxname:149342,Genus,NA,NA,spp. Indet.,40,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_8,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,120,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_9,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,160,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_10,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,280,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_11,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,1750,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_12,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Pyramimonas,urn:lsid:marinespecies.org:taxname:134529,Genus,NA,NA,spp. Indet.,3500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_13,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,33250,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_14,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,1750,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_15,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,3500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_16,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,240,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_17,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,138250,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_18,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Teleaulax acuta,urn:lsid:marinespecies.org:taxname:106305,Species,NA,NA,NA,1750,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_19,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp. Indet.,29750,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_20,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,360,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-02-05_5m,Hakai_phyto_QU39_2020-02-05_5m_21,2020-02-05,2020-02-05T18:36:51Z,5,5,50.0307000000001,-125.0992,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,spores,NA,Indet.,80,Present,HumanObservation,Louis Hobson,Morphology
