action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,project_specific_id,hakai_id,source,lat,long,gather_lat,gather_long,mesh_size__um_,net_dim___cm_,net_length__cm_,line_out_depth,pressure_transducer_depth,sample_style,volume,lugols,collected,preserved,analyzed,lab_technician,analyzing_lab,row_flag,quality_level,comments,quality_log
,136904,1,2016-06-20,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY97,M,50.0307000000001,-125.0992,,,,,,20,,Grab Sample,200,true,2016-06-20T15:40:29.000Z,2016-06-21T04:00:39.000Z,,Kate;Rebecca;Shayla;Natalie,,Collected,Raw,,
,136904,1,2016-06-20,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY104,M,50.0307000000001,-125.0992,,,,,,30,,Grab Sample,200,true,2016-06-20T15:40:29.000Z,2016-06-21T04:00:39.000Z,,Kate;Rebecca;Shayla;Natalie,,Collected,Raw,,
,136861,1,2016-06-21,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,,JSPHY33,M,50.5110300000001,-126.59595,50.511389,-126.598557,,,,5,,Grab Sample,200,true,2016-06-21T14:56:26.000Z,2016-06-21T18:15:41.000Z,,Mirko Diaz;Shannon Mendt;Clare Atkinson;Olivia Gutjahr,,Submitted,Technicianm,,1: metadata checked by BK
,136889,1,2016-06-22,QUADRA,HAKAI,QRAFT1,1,QU38,,QPHY412,M,50.1172,-125.2226,50.117106,-125.222713,,,,1,,Grab Sample,200,true,2016-06-22T16:29:32.000Z,2016-06-22T20:24:57.000Z,,Katie;Shayla;Gina Nickoloff,,Collected,Raw,,
,136890,1,2016-06-22,QUADRA,HAKAI,QRAFT1,4,QU38,,QPHY409,M,50.1172,-125.2226,,,20,50,100,6,,Tow Sample,200,true,2016-06-22T17:05:02.000Z,2016-06-22T20:25:13.000Z,,Katie;Shayla;Gina Nickoloff,,Collected,Raw,,
,136974,1,2016-06-23,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,,JSPHY34,M,50.6204000000001,-126.76469,,,,,,5,,Grab Sample,200,true,2016-06-23T14:09:57.000Z,2016-06-23T20:40:43.000Z,,Lauren Portner;Dylan Smyth;Chris Guinchard;Mirko Diaz;Olivia Gutjahr,,Submitted,Technicianm,,1: metadata checked by BK
,137027,1,2016-06-26,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,,JSPHY35,M,50.5110300000001,-126.59595,,,,,,5,,Grab Sample,200,true,2016-06-26T15:41:17.000Z,2016-06-26T19:58:30.000Z,,Dylan Smyth;Chris Guinchard;Mirko Diaz;Olivia Gutjahr,,Submitted,Technicianm,,1: metadata checked by BK
,137032,1,2016-06-27,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,,JSPHY36,M,50.6204000000001,-126.76469,50.621162,-126.765027,,,,5,,Grab Sample,200,true,2016-06-27T14:14:31.000Z,2016-06-27T20:12:12.000Z,,Lauren Portner;Dylan Smyth;Olivia Gutjahr;Melissa Orobko,,Submitted,Technicianm,,1: metadata checked by BK
,137056,1,2016-06-28,QUADRA,HAKAI,QRAFT1,4,QU38,,QPHY391,M,50.1172,-125.2226,,,20,50,100,6,,Tow Sample,125,true,2016-06-28T19:35:39.000Z,2016-06-28T22:35:37.000Z,,Kate H;Stew,,Collected,Raw,,
,137056,2,2016-06-28,QUADRA,HAKAI,QRAFT1,4,QU38,,QPHY418,M,50.1172,-125.2226,,,20,50,100,6,,Tow Sample,200,true,2016-06-28T19:35:39.000Z,2016-06-28T22:35:37.000Z,,Kate H;Stew,,Collected,Raw,,
,137690,1,2016-06-29,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,,JSPHY37,M,50.5110300000001,-126.59595,50.511301,-126.596514,,,,5,,Grab Sample,200,true,2016-06-29T15:04:26.000Z,2016-06-29T20:32:09.000Z,,Lauren Portner;Mirko Diaz;Shannon Mendt;Clare Atkinson;Olivia Gutjahr,,Submitted,Technicianm,,1: metadata checked by BK
,137692,1,2016-06-30,CALVERT,HAKAI,KWAK,1,PRUTH,,CPHY174,M,51.6554,-128.0913,51.655279,-128.091378,,,,5,,Grab Sample,200,true,2016-06-30T15:56:13.000Z,2016-06-30T16:41:24.000Z,,Bryn;Lucy;Nelson;Brian kang,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,137723,1,2016-06-30,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY438,M,50.0307000000001,-125.0992,,,,,,0,,Grab Sample,200,true,2016-07-01T03:35:17.000Z,2016-06-30T15:45:05.000Z,,Kate H;Rebecca;Natalie,,Results,Raw,,1: Sent for analysis to Lou Hobson 2018-10-11
,137723,1,2016-06-30,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY439,M,50.0307000000001,-125.0992,,,,,,5,,Grab Sample,200,true,2016-07-01T03:35:17.000Z,2016-06-30T15:45:05.000Z,,Kate H;Rebecca;Natalie,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,137723,1,2016-06-30,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY440,M,50.0307000000001,-125.0992,,,,,,10,,Grab Sample,200,true,2016-07-01T03:35:17.000Z,2016-06-30T15:45:05.000Z,,Kate H;Rebecca;Natalie,,Not Available,Raw,,
,137723,1,2016-06-30,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY441,M,50.0307000000001,-125.0992,,,,,,20,,Grab Sample,200,true,2016-07-01T03:35:17.000Z,2016-06-30T15:45:05.000Z,,Kate H;Rebecca;Natalie,,Not Available,Raw,,
,137723,1,2016-06-30,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY442,M,50.0307000000001,-125.0992,,,,,,30,,Grab Sample,200,true,2016-07-01T03:35:17.000Z,2016-06-30T15:45:05.000Z,,Kate H;Rebecca;Natalie,,Not Available,Raw,,
,137708,1,2016-07-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY175,M,51.6554,-128.0913,,,,,,0,,Grab Sample,250,true,2016-07-01T15:42:19.000Z,2016-07-01T21:31:17.000Z,,Lawren;Gina Nickoloff,,Not Available,Raw,,
,137708,1,2016-07-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY176,M,51.6554,-128.0913,,,,,,5,,Grab Sample,250,true,2016-07-01T15:42:19.000Z,2016-07-01T21:31:17.000Z,,Lawren;Gina Nickoloff,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,137708,1,2016-07-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY177,M,51.6554,-128.0913,,,,,,10,,Grab Sample,250,true,2016-07-01T15:42:19.000Z,2016-07-01T21:31:17.000Z,,Lawren;Gina Nickoloff,,Not Available,Raw,,
,137708,1,2016-07-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY178,M,51.6554,-128.0913,,,,,,20,,Grab Sample,250,true,2016-07-01T15:42:19.000Z,2016-07-01T21:31:17.000Z,,Lawren;Gina Nickoloff,,Not Available,Raw,,
,137708,1,2016-07-01,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY179,M,51.6554,-128.0913,,,,,,30,,Grab Sample,250,true,2016-07-01T15:42:19.000Z,2016-07-01T21:31:17.000Z,,Lawren;Gina Nickoloff,,Not Available,Raw,,
,137716,1,2016-07-01,QUADRA,HAKAI,QOMD,2,QU29,,QPHY433,M,50.2536000000001,-125.1885,,,,,,0,,Grab Sample,200,true,2016-07-01T15:07:26.000Z,2016-07-01T21:32:12.000Z,,Kate H;Rebecca;Stew,,Not Available,Raw,,
,137716,1,2016-07-01,QUADRA,HAKAI,QOMD,2,QU29,,QPHY434,M,50.2536000000001,-125.1885,,,,,,5,,Grab Sample,200,true,2016-07-01T15:07:26.000Z,2016-07-01T21:32:12.000Z,,Kate H;Rebecca;Stew,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,137716,1,2016-07-01,QUADRA,HAKAI,QOMD,2,QU29,,QPHY435,M,50.2536000000001,-125.1885,,,,,,10,,Grab Sample,200,true,2016-07-01T15:07:26.000Z,2016-07-01T21:32:12.000Z,,Kate H;Rebecca;Stew,,Not Available,Raw,,
,137716,1,2016-07-01,QUADRA,HAKAI,QOMD,2,QU29,,QPHY436,M,50.2536000000001,-125.1885,,,,,,20,,Grab Sample,200,true,2016-07-01T15:07:26.000Z,2016-07-01T21:32:12.000Z,,Kate H;Rebecca;Stew,,Not Available,Raw,,
,137716,1,2016-07-01,QUADRA,HAKAI,QOMD,2,QU29,,QPHY437,M,50.2536000000001,-125.1885,,,,,,30,,Grab Sample,200,true,2016-07-01T15:07:26.000Z,2016-07-01T21:32:12.000Z,,Kate H;Rebecca;Stew,,Not Available,Raw,,
,137752,1,2016-07-02,CALVERT,HAKAI,RVRS,2,DFO2,,CPHY180,M,51.5208000000001,-127.5583,51.5208087395213,-127.560380343809,,,,5,,Grab Sample,200,true,2016-07-02T18:18:52.000Z,2016-07-03T20:06:06.000Z,,Lucy;Nelson,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,137762,1,2016-07-03,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,,JSPHY38,M,50.6204000000001,-126.76469,,,,,,5,,Grab Sample,200,true,2016-07-03T17:08:23.000Z,2016-07-03T17:14:44.000Z,,Sean Godwin;Lauren Portner;Dylan Smyth;Olivia Gutjahr,,Submitted,Technicianm,,1: metadata checked by BK
,137792,1,2016-07-04,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,,JSPHY39,M,50.5110300000001,-126.59595,,,,,,5,,Grab Sample,200,true,2016-07-04T15:07:53.000Z,2016-07-04T20:03:36.000Z,,Chris Guinchard;Shannon Mendt;Clare Atkinson;Brianna Knowles,,Submitted,Technicianm,,1: metadata checked by BK
,137809,1,2016-07-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,CPHY181,M,51.705,-128.2384,,,,,,5,,Grab Sample,200,true,2016-07-04T16:49:23.000Z,2016-07-04T21:06:37.000Z,,Gina Nickoloff,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,139806,1,2016-07-06,QUADRA,HAKAI,QRAFT1,6,QU38,,QPHY118,M,50.1172,-125.2226,,,,,,0,,Grab Sample,200,true,2016-07-06T17:36:49.000Z,2016-07-06T21:01:41.000Z,,Leo;Shayla;Stew,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,139806,1,2016-07-06,QUADRA,HAKAI,QRAFT1,6,QU38,,QPHY114,M,50.1172,-125.2226,,,20,50,100,10,,Tow Sample,200,true,2016-07-06T17:36:49.000Z,2016-07-06T21:01:41.000Z,,Leo;Shayla;Stew,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,138604,1,2016-07-07,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,,JSPHY40,M,50.6204000000001,-126.76469,,,,,,5,,Grab Sample,200,true,2016-07-07T14:16:36.000Z,2016-07-07T17:47:21.000Z,,Chris Guinchard;Shannon Mendt;Clare Atkinson;Brianna Knowles,,Submitted,Technicianm,,1: metadata checked by BK
,139809,1,2016-07-08,CALVERT,HAKAI,FZH,2,FZH01,,CPHY182,M,51.6394000000001,-127.8958,,,,,,5,,Grab Sample,250,true,2016-07-08T17:00:36.000Z,2016-07-08T19:31:29.000Z,,Bryn;Emma;Lucy,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,140473,1,2016-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY183,M,51.6554,-128.0913,51.655664,-128.091903,,,,0,,Grab Sample,250,true,2016-07-09T15:59:03.000Z,2016-07-09T19:42:38.000Z,,Bryn,,Not Available,Raw,,
,140473,1,2016-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY184,M,51.6554,-128.0913,51.655664,-128.091903,,,,5,,Grab Sample,250,true,2016-07-09T15:59:03.000Z,2016-07-09T19:42:38.000Z,,Bryn,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,140473,1,2016-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY185,M,51.6554,-128.0913,51.655664,-128.091903,,,,10,,Grab Sample,250,true,2016-07-09T15:59:03.000Z,2016-07-09T19:42:38.000Z,,Bryn,,Not Available,Raw,,
,140473,1,2016-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY186,M,51.6554,-128.0913,51.655664,-128.091903,,,,20,,Grab Sample,250,true,2016-07-09T15:59:03.000Z,2016-07-09T19:42:38.000Z,,Bryn,,Not Available,Raw,,
,140473,1,2016-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,,CPHY187,M,51.6554,-128.0913,51.655664,-128.091903,,,,30,,Grab Sample,250,true,2016-07-09T15:59:03.000Z,2016-07-09T19:42:38.000Z,,Bryn,,Not Available,Raw,,
,140441,1,2016-07-10,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,,JSPHY41,M,50.5110300000001,-126.59595,50.511027,-126.597045,,,,5,,Grab Sample,200,true,2016-07-10T15:11:13.000Z,2016-07-10T19:29:12.000Z,,Lauren Portner;Dylan Smyth;Shannon Mendt;Clare Atkinson,,Submitted,Technicianm,,1: metadata checked by BK
,140830,1,2016-07-11,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY661,M,50.0307000000001,-125.0992,,,,,,0,,Grab Sample,200,true,2016-07-11T14:44:29.000Z,2016-07-11T20:33:34.000Z,,Kate H;Rebecca,,Results,Raw,,1: Sent for analysis to Lou Hobson 2018-10-11
,140830,1,2016-07-11,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY662,M,50.0307000000001,-125.0992,,,,,,5,,Grab Sample,200,true,2016-07-11T14:44:29.000Z,2016-07-11T20:33:34.000Z,,Kate H;Rebecca,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,140830,1,2016-07-11,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY663,M,50.0307000000001,-125.0992,,,,,,10,,Grab Sample,200,true,2016-07-11T14:44:29.000Z,2016-07-11T20:33:34.000Z,,Kate H;Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,140830,1,2016-07-11,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY664,M,50.0307000000001,-125.0992,,,,,,20,,Grab Sample,200,true,2016-07-11T14:44:29.000Z,2016-07-11T20:33:34.000Z,,Kate H;Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,140830,1,2016-07-11,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY665,M,50.0307000000001,-125.0992,,,,,,30,,Grab Sample,200,true,2016-07-11T14:44:29.000Z,2016-07-11T20:33:34.000Z,,Kate H;Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,140835,1,2016-07-12,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,,JSPHY42,M,50.6204000000001,-126.76469,50.620257,-126.765619,,,,5,,Grab Sample,200,true,2016-07-12T15:27:10.000Z,2016-07-12T19:39:48.000Z,,Lauren Portner;Chris Guinchard;Shannon Mendt;Clare Atkinson;Natalie Mahara,,Submitted,Technicianm,,1: metadata checked by BK
,147558,1,2016-07-13,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY413,M,50.1172,-125.2226,50.1172706120701,-125.222300788757,,,,0,,Grab Sample,200,true,2016-07-13T18:58:16.000Z,2016-07-13T21:09:22.000Z,,Shayla;Alex,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,147558,1,2016-07-13,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY119,M,50.1172,-125.2226,50.1172706120701,-125.222300788757,20,50,100,10,,Tow Sample,200,true,2016-07-13T18:58:16.000Z,2016-07-13T21:09:22.000Z,,Shayla;Alex,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,147558,2,2016-07-13,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY416,M,50.1172,-125.2226,50.1172706120701,-125.222300788757,20,50,100,10,,Tow Sample,200,true,2016-07-13T18:58:16.000Z,2016-07-13T21:09:22.000Z,,Shayla;Alex,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,143860,1,2016-07-14,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,,JSPHY43,M,50.5110300000001,-126.59595,50.510565,-126.594653,,,,5,,Grab Sample,200,true,2016-07-14T16:24:44.000Z,2016-07-14T19:31:24.000Z,,Chris Guinchard;Mirko Diaz;Shannon Mendt;Clare Atkinson,,Submitted,Technicianm,,1: metadata checked by BK
,147563,1,2016-07-20,QUADRA,HAKAI,QRAFT1,3,QU38,,QPHY468,M,50.1172,-125.2226,,,,,,1,,Grab Sample,200,true,2016-07-20T19:55:17.000Z,2016-07-20T22:27:36.000Z,,Shayla;Gina Nickoloff,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,146401,1,2016-07-21,CALVERT,HAKAI,KWAK,2,PRUTH,,CPHY188,M,51.6554,-128.0913,,,,,,5,,Grab Sample,200,true,2016-07-21T19:51:47.000Z,2016-07-21T21:56:08.000Z,,Bryn;Lucy,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,147565,1,2016-07-21,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY89,M,50.0307000000001,-125.0992,,,,,,0,,Grab Sample,200,true,2016-07-21T14:52:18.000Z,2016-07-21T20:25:41.000Z,,Kate H;Rebecca;Gina Nickoloff,,Submitted,Raw,,1: Sent for analysis to Lou Hobson 2018-10-11
,147565,1,2016-07-21,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY90,M,50.0307000000001,-125.0992,,,,,,5,,Grab Sample,200,true,2016-07-21T14:52:18.000Z,2016-07-21T20:25:41.000Z,,Kate H;Rebecca;Gina Nickoloff,,Collected,Raw,,
,147565,1,2016-07-21,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY83,M,50.0307000000001,-125.0992,,,,,,10,,Grab Sample,200,true,2016-07-21T14:52:18.000Z,2016-07-21T20:25:41.000Z,,Kate H;Rebecca;Gina Nickoloff,,Collected,Raw,,
,147565,1,2016-07-21,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY403,M,50.0307000000001,-125.0992,,,,,,20,,Grab Sample,200,true,2016-07-21T14:52:18.000Z,2016-07-21T20:25:41.000Z,,Kate H;Rebecca;Gina Nickoloff,,Not Available,Raw,,
,147565,1,2016-07-21,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY84,M,50.0307000000001,-125.0992,,,,,,30,,Grab Sample,200,true,2016-07-21T14:52:18.000Z,2016-07-21T20:25:41.000Z,,Kate H;Rebecca;Gina Nickoloff,,Collected,Raw,,
,147562,1,2016-07-21,QUADRA,HAKAI,QRAFT1,6,QU38,,QPHY469,M,50.1172,-125.2226,,,20,50,100,10,,Tow Sample,200,true,2016-07-21T20:26:46.000Z,2016-07-21T22:26:49.000Z,,Shayla;Gina Nickoloff,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,147578,1,2016-07-22,CALVERT,HAKAI,FZH,1,FZH01,,CPHY189,M,51.6394000000001,-127.8958,51.6389668642288,-127.895999161472,,,,5,,Grab Sample,200,true,2016-07-22T16:07:38.000Z,2016-07-22T17:33:51.000Z,,Bryn;Emma;Lucy;Lawren;Nelson,,Results,Raw,,
,147905,1,2016-07-24,CALVERT,HAKAI,QCSD;QCS_V1,1,QCS01,,CPHY190,M,51.705,-128.2384,51.7055314937399,-128.239756834445,,,,5,,Grab Sample,250,true,2016-07-24T16:24:09.000Z,2016-07-24T21:39:40.000Z,,Bryn;Emma;Lucy,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,148261,1,2016-07-26,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY414,M,50.1172,-125.2226,,,20,50,100,0,,Tow Sample,200,true,2016-07-26T15:05:45.000Z,2016-07-26T19:01:57.000Z,,Kate H;Leo,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,148261,1,2016-07-26,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY443,M,50.1172,-125.2226,,,,,,1,,Grab Sample,200,true,2016-07-26T15:05:45.000Z,2016-07-26T19:01:57.000Z,,Kate H;Leo,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,148285,1,2016-07-27,CALVERT,HAKAI,RVRS,1,DFO2,,CPHY191,M,51.5208000000001,-127.5583,51.520631,-127.558625,,,,5,,Grab Sample,200,true,2016-07-27T21:07:30.000Z,2016-07-27T22:28:09.000Z,,Bryn;Emma;Lucy,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,149787,1,2016-08-01,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY510,M,50.0307000000001,-125.0992,,,,,,0,,Grab Sample,200,true,2016-08-01T15:44:32.000Z,2016-08-01T16:00:07.000Z,,Kate H;Leo;Rebecca,,Results,Raw,,1: Sent for analysis to Lou Hobson 2018-10-11
,149787,1,2016-08-01,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY511,M,50.0307000000001,-125.0992,,,,,,5,,Grab Sample,200,true,2016-08-01T15:44:32.000Z,2016-08-01T16:00:07.000Z,,Kate H;Leo;Rebecca,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,149787,1,2016-08-01,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY512,M,50.0307000000001,-125.0992,,,,,,10,,Grab Sample,200,true,2016-08-01T15:44:32.000Z,2016-08-01T16:00:07.000Z,,Kate H;Leo;Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,149787,1,2016-08-01,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY513,M,50.0307000000001,-125.0992,,,,,,20,,Grab Sample,200,true,2016-08-01T15:44:32.000Z,2016-08-01T16:00:07.000Z,,Kate H;Leo;Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,149787,1,2016-08-01,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY514,M,50.0307000000001,-125.0992,,,,,,30,,Grab Sample,200,true,2016-08-01T15:44:32.000Z,2016-08-01T16:00:07.000Z,,Kate H;Leo;Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,150136,1,2016-08-02,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY419,M,50.1172,-125.2226,,,20,50,100,0,,Tow Sample,125,true,2016-08-02T16:32:11.000Z,2016-08-02T20:37:30.000Z,,Gina Nickoloff,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,150136,1,2016-08-02,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY415,M,50.1172,-125.2226,,,,,,1,,Grab Sample,125,true,2016-08-02T16:32:11.000Z,2016-08-02T20:37:30.000Z,,Gina Nickoloff,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,155272,1,2016-08-09,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY466,M,50.1172,-125.2226,,,,,,1,,Grab Sample,200,true,2016-08-09T17:28:37.000Z,2016-08-09T22:17:03.000Z,,Leo;Rebecca,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,155273,1,2016-08-09,QUADRA,HAKAI,QRAFT1,5,QU38,,QPHY467,M,50.1172,-125.2226,,,20,50,100,10,,Tow Sample,200,true,2016-08-09T18:15:27.000Z,2016-08-09T22:17:07.000Z,,Leo;Rebecca,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,155410,1,2016-08-11,CALVERT,HAKAI,KWAK,1,PRUTH,,CPHY197,M,51.6554,-128.0913,51.655636,-128.093438,,,,0,,Grab Sample,250,true,2016-08-11T15:38:32.000Z,2016-08-11T17:32:49.000Z,,Lucy;Lawren;Shayla;Rachel Walker,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,155421,1,2016-08-11,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY445,M,50.0307000000001,-125.0992,,,,,,0,,Grab Sample,200,true,2016-08-11T15:47:11.000Z,2016-08-11T16:05:11.000Z,,,,Results,Raw,,1: Sent for analysis to Lou Hobson 2018-10-11
,155421,1,2016-08-11,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY446,M,50.0307000000001,-125.0992,,,,,,5,,Grab Sample,200,true,2016-08-11T15:47:11.000Z,2016-08-11T16:05:11.000Z,,,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,155421,1,2016-08-11,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY447,M,50.0307000000001,-125.0992,,,,,,10,,Grab Sample,200,true,2016-08-11T15:47:11.000Z,2016-08-11T16:05:11.000Z,,,,Not Available,Raw,,1: Sample disposed of; too old
,155421,1,2016-08-11,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY448,M,50.0307000000001,-125.0992,,,,,,20,,Grab Sample,200,true,2016-08-11T15:47:11.000Z,2016-08-11T16:05:11.000Z,,,,Not Available,Raw,,
,155421,1,2016-08-11,QUADRA,HAKAI,QOMA2;QOMA1,3,QU39,,QPHY449,M,50.0307000000001,-125.0992,,,,,,30,,Grab Sample,200,true,2016-08-11T15:47:11.000Z,2016-08-11T16:05:11.000Z,,,,Not Available,Raw,,
,155448,1,2016-08-12,CALVERT,HAKAI,FZH,1,FZH01,,CPHY198,M,51.6394000000001,-127.8958,,,,,,5,,Grab Sample,200,true,2016-08-12T17:53:43.000Z,2016-08-12T18:39:56.000Z,,Emma;Lucy;Lawren;Shayla,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,155442,1,2016-08-12,QUADRA,HAKAI,QOMD,2,QU29,,QPHY505,M,50.2536000000001,-125.1885,50.253436,-125.188224,,,,0,,Grab Sample,200,true,2016-08-12T15:28:08.000Z,2016-08-12T16:06:50.000Z,,Rebecca,,Collected,Raw,,
,155442,1,2016-08-12,QUADRA,HAKAI,QOMD,2,QU29,,QPHY506,M,50.2536000000001,-125.1885,50.253436,-125.188224,,,,5,,Grab Sample,200,true,2016-08-12T15:28:08.000Z,2016-08-12T16:06:50.000Z,,Rebecca,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,155442,1,2016-08-12,QUADRA,HAKAI,QOMD,2,QU29,,QPHY507,M,50.2536000000001,-125.1885,50.253436,-125.188224,,,,10,,Grab Sample,200,true,2016-08-12T15:28:08.000Z,2016-08-12T16:06:50.000Z,,Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,155442,1,2016-08-12,QUADRA,HAKAI,QOMD,2,QU29,,QPHY508,M,50.2536000000001,-125.1885,50.253436,-125.188224,,,,20,,Grab Sample,200,true,2016-08-12T15:28:08.000Z,2016-08-12T16:06:50.000Z,,Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,155442,1,2016-08-12,QUADRA,HAKAI,QOMD,2,QU29,,QPHY509,M,50.2536000000001,-125.1885,50.253436,-125.188224,,,,30,,Grab Sample,200,true,2016-08-12T15:28:08.000Z,2016-08-12T16:06:50.000Z,,Rebecca,,Not Available,Raw,,1: Sample disposed of; too old
,155460,1,2016-08-13,CALVERT,HAKAI,QCS_V1,2,QCS01,,CPHY199,M,51.705,-128.2384,51.7050460365047,-128.238738126898,,,,5,,Grab Sample,250,true,2016-08-13T16:53:19.000Z,2016-08-13T21:49:54.000Z,,Shayla,,Results,Technicianm,,1: Sent to Microthalassia at VIU
,156129,1,2016-08-17,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY424,M,50.1172,-125.2226,,,,,,1,,Grab Sample,125,true,2016-08-17T17:19:11.000Z,2016-08-17T22:13:10.000Z,,Kate H;Stew Pearce,,Submitted,Raw,,1: Sent to Microthalassia at VIU
,156129,1,2016-08-17,QUADRA,HAKAI,QRAFT1,2,QU38,,QPHY423,M,50.1172,-125.2226,,,20,50,100,7,,Tow Sample,200,true,2016-08-17T17:19:11.000Z,2016-08-17T22:13:10.000Z,,Kate H;Stew Pearce,,Submitted,Raw,,1: Sent to Microthalassia at VIU
